filename,frame,track_id,violation_type,path,yolo_conf,manual_label,manual_reason
frame00002_id1_both_missing.jpg,2,1,both_missing,Critical (no SAM),0.509337783,TP,this image is dark but the human eye see the  person bearly
frame00002_id2_no_vest.jpg,2,2,no_vest,Rescue Body (no SAM),0.574342787,TP,this image is dark but the human eye see the  person bearly
frame00002_id3_both_missing.jpg,2,3,both_missing,Critical (no SAM),0.523973167,FP,"this image is dark but the human eye see the  person bearly, this person wearing helmet missing vest"
frame00002_id4_no_vest.jpg,2,4,no_vest,Rescue Body (no SAM),0.585552275,TP,this image is dark but the human eye see the  person bearly
frame00002_id6_no_vest.jpg,2,6,no_vest,Rescue Body (no SAM),0.476172537,TP,this image is dark but the human eye see the  person bearly
frame00002_id10_no_vest.jpg,2,10,no_vest,Rescue Body (no SAM),0.333997846,TP,this image is dark but the human eye see the  person bearly
frame00004_id1_no_vest.jpg,4,1,no_vest,Rescue Body (no SAM),0.550768197,FP, Same person frame00002_id1_both_missing.jpg
frame00004_id14_no_vest.jpg,4,14,no_vest,Rescue Body (no SAM),0.459206939,FP,That woman
frame00004_id21_no_vest.jpg,4,21,no_vest,Rescue Body (no SAM),0.572449923,TP,
frame00006_id3_no_helmet.jpg,6,3,no_helmet,Rescue Head (no SAM),0.78067559,TP,
frame00014_id29_no_vest.jpg,14,29,no_vest,Rescue Body (no SAM),0.34155193,FP,That woman
frame00014_id14_both_missing.jpg,14,14,both_missing,Critical (no SAM),0.331996441,FP,Here I can see two people. One covering another but both has helmet
frame00020_id32_both_missing.jpg,20,32,both_missing,Critical (no SAM),0.456417829,TP,
frame00024_id21_both_missing.jpg,24,21,both_missing,Critical (no SAM),0.56150049,TP,
frame00024_id3_no_vest.jpg,24,3,no_vest,Rescue Body (no SAM),0.799657345,FP,That Yollow one dress person
frame00024_id4_both_missing.jpg,24,4,both_missing,Critical (no SAM),0.301340848,FP,This person has helmet but a barrier in fornt of him
frame00036_id4_no_helmet.jpg,36,4,no_helmet,Rescue Head (no SAM),0.492277771,FP,That Yollow one dress person
frame00038_id41_no_vest.jpg,38,41,no_vest,Rescue Body (no SAM),0.483105421,TP,
frame00058_id45_both_missing.jpg,58,45,both_missing,Critical (no SAM),0.540064096,FP,the person infrront of him a barrier
frame00060_id32_no_vest.jpg,60,32,no_vest,Rescue Body (no SAM),0.631247461,TP,
frame00062_id45_no_vest.jpg,62,45,no_vest,Rescue Body (no SAM),0.552513659,TP,the person infrront of him a barrier
frame00062_id46_no_vest.jpg,62,46,no_vest,Rescue Body (no SAM),0.524182498,TP,
frame00064_id49_no_vest.jpg,64,49,no_vest,Rescue Body (no SAM),0.502125978,TP,
frame00094_id41_both_missing.jpg,94,41,both_missing,Critical (no SAM),0.45281142,FP,he has a helmet but no vest
frame00098_id55_both_missing.jpg,98,55,both_missing,Critical (no SAM),0.329430073,FP,"has a helmet, vest missing"
frame00102_id55_no_vest.jpg,102,55,no_vest,Rescue Body (no SAM),0.405735761,TP,immideate same person
frame00118_id60_no_vest.jpg,118,60,no_vest,Rescue Body (no SAM),0.40348801,TP,
frame00136_id60_both_missing.jpg,136,60,both_missing,Critical (no SAM),0.431619942,FP,immideate same person
frame00152_id1_both_missing.jpg,152,1,both_missing,Critical (no SAM),0.76623106,TP,that frame00002_id1_both_missing.jpg person
frame00164_id14_both_missing.jpg,164,14,both_missing,Critical (no SAM),0.460714579,TP,That woman
